marca,descripcion,calificacion,total_calificadores,precio,categoria,tipo_piel,zona_aplicacion
Yves Saint Laurent,Crema Hidratante Moisture Glow Top Secrets,--stars:4.92,(12),70.00,Hidratantes y Nutrivas,seca,Rostro
Estée Lauder,Crema DayWear Tratamiento Anti-Oxidante SPF 15 Piel Seca,--stars:4.92,(12),67.00,Hidratantes y Nutrivas,seca,Rostro
Shiseido,Loción Equilibrante Enriquecida Treatment Softener Enriched,--stars:5.00,(6),76.00,Hidratantes y Nutrivas,seca,Rostro
Clarins,Multi-Intensiva Crema de Día Todo Tipo de Piel,--stars:4.88,(48),130.00,Hidratantes y Nutrivas,seca,Rostro
Clarins,Crema Multi Intensiva Noche Piel Seca y Muy Seca,--stars:4.86,(21),139.00,Hidratantes y Nutrivas,seca,Rostro
Origins,Ginzing Gel Hidratante Iluminador,--stars:5.00,(3),39.00,Hidratantes y Nutrivas,seca,Rostro
Estée Lauder,Resilience Multi Effect Tri-Peptide Face and Neck Crème,--stars:4.83,(6),170.00,Hidratantes y Nutrivas,seca,Rostro
Dr.Jart+,Ceramidin Sérum Tónico Protector,,,49.00,Hidratantes y Nutrivas,seca,Rostro
Clarins,Rose Radiance Crema Multi-Intensiva,--stars:4.33,(6),130.00,Hidratantes y Nutrivas,seca,Rostro
Kiehl's,Avocado Nourishing Hydration Mask Mascarilla Facial Hidratante,--stars:3.00,(2),24.00,Hidratantes y Nutrivas,seca,Rostro
Clinique,Dramatically Different Crema Hidratante,--stars:4.33,(3),64.50,Hidratantes y Nutrivas,seca,Rostro
Dior,DIOR HYDRA LIFE Crème Sorbet Intense Crema Hidratante,--stars:5.00,(1),75.10,Hidratantes y Nutrivas,seca,Rostro
Guerlain,Abeille Royale Aceite en Bálsamo de Juventud Reparación Intensa,--stars:5.00,(2),241.00,Hidratantes y Nutrivas,seca,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,seca,Rostro
Clarins,Mascarilla Nutritiva SOS Confort,--stars:4.00,(1),47.50,Hidratantes y Nutrivas,seca,Rostro
Sisley,Soin Velours aux Fleurs de Safran Tratamiento nutritivo para el rostro,--stars:5.00,(2),210.00,Hidratantes y Nutrivas,seca,Rostro
Elizabeth Arden,Ceramide Premiere Night Cream,--stars:5.00,(1),128.00,Hidratantes y Nutrivas,seca,Rostro
Lancaster,Comforting Balm Mask Bálsamo Reconfortante,,,34.00,Hidratantes y Nutrivas,seca,Rostro
Kiehl's,Ultra Facial Barrier Balm Bálsamo en Stick Hidratante,,,35.00,Hidratantes y Nutrivas,seca,Rostro
Yves Saint Laurent,Pure Shots Perfect Plumper Crema Hidratante,,,110.00,Hidratantes y Nutrivas,seca,Rostro
Origins,High-Potency Night a Mins Cream Hidratante y Peeling de Noche,,,53.00,Hidratantes y Nutrivas,seca,Rostro
Helena Rubinstein,Prodigy Cellglow Oilixir,,,291.00,Hidratantes y Nutrivas,seca,Rostro
Origins,Plantscription Crema con Efecto Lifting Reafirmante,,,76.00,Hidratantes y Nutrivas,seca,Rostro
Sisley,Sisleyüm Crema Facial Antiedad para Hombre Piel Seca,,,272.00,Hidratantes y Nutrivas,seca,Rostro
Sisley,Phyto Pate Moussante Espuma Limpiadora,,,94.00,Hidratantes y Nutrivas,seca,Rostro
Unicskin,Unica+ 72h Hydro Crema,,,85.50,Hidratantes y Nutrivas,seca,Rostro
Méthode Jeanne Piaubert,L'Hydro-Active 24H Crema Hidratante,,,49.50,Hidratantes y Nutrivas,seca,Rostro
Elizabeth Arden,8 Hour Cream Hidratante de Noche,--stars:3.67,(6),49.00,Hidratantes y Nutrivas,seca,Cuerpo
Collistar,Crema Revitalizante Corporal con Limón,--stars:4.50,(2),30.00,Hidratantes y Nutrivas,seca,Cuerpo
Collistar,Leche Corporal Fundente Sublime con Avellana,,,30.00,Hidratantes y Nutrivas,seca,Cuerpo
Lancôme,Rénergie H.P.N. 300-PEPTIDE CREAM Crema Hidratante y Antiedad,--stars:4.67,(6),135.00,Hidratantes y Nutrivas,seca,Cuello
Lancôme,Nutrix Royal Crema Nutritiva,--stars:5.00,(6),77.00,Hidratantes y Nutrivas,seca,Cuello
Dior,DIOR HYDRA LIFE Crème Sorbet Intense Crema Hidratante,--stars:5.00,(1),75.10,Hidratantes y Nutrivas,seca,Cuello
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,seca,Cuello
Origins,High-Potency Night a Mins Cream Hidratante y Peeling de Noche,,,53.00,Hidratantes y Nutrivas,seca,Cuello
Méthode Jeanne Piaubert,L'Hydro-Active 24H Crema Hidratante,,,49.50,Hidratantes y Nutrivas,seca,Cuello
Kiehl's,Ultra Facial Oil-Free Gel Cream Crema Hidratante,--stars:4.82,(51),22.00,Hidratantes y Nutrivas,Grasa,Rostro
Estée Lauder,Crema Hidratante Matificante Daywear Matte,--stars:4.81,(26),67.00,Hidratantes y Nutrivas,Grasa,Rostro
Origins,Ginzing SPF 40 Energy-Boosting Tinted Moisturizer,--stars:4.75,(4),44.00,Hidratantes y Nutrivas,Grasa,Rostro
Clinique,Moisture Surge Crema Hidratante con Color SPF 25,--stars:5.00,(4),39.00,Hidratantes y Nutrivas,Grasa,Rostro
Origins,Ginzing Gel Hidratante Iluminador,--stars:5.00,(3),39.00,Hidratantes y Nutrivas,Grasa,Rostro
Clarins,Rose Radiance Crema Multi-Intensiva,--stars:4.33,(6),130.00,Hidratantes y Nutrivas,Grasa,Rostro
It Cosmetics,Confidence in a Gel Cream Emulsión Hidratante Anti Edad y Anti Oleosidad,--stars:4.00,(1),65.00,Hidratantes y Nutrivas,Grasa,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,Grasa,Rostro
Unicskin,Unica+ Crema Hidratante,,,78.50,Hidratantes y Nutrivas,Grasa,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,Grasa,Cuello
Elizabeth Arden,Visible Difference Crema Hidratante,--stars:4.69,(77),52.00,Hidratantes y Nutrivas,Mixta,Rostro
Lancôme,Hydra Zen Gel Crema Hidratante de Día Piel Mixta,--stars:5.00,(3),60.00,Hidratantes y Nutrivas,Mixta,Rostro
Origins,Ginzing SPF 40 Energy-Boosting Tinted Moisturizer,--stars:4.75,(4),44.00,Hidratantes y Nutrivas,Mixta,Rostro
Clinique,Moisture Surge Crema Hidratante con Color SPF 25,--stars:5.00,(4),39.00,Hidratantes y Nutrivas,Mixta,Rostro
Origins,Ginzing Gel Hidratante Iluminador,--stars:5.00,(3),39.00,Hidratantes y Nutrivas,Mixta,Rostro
Clarins,Rose Radiance Crema Multi-Intensiva,--stars:4.33,(6),130.00,Hidratantes y Nutrivas,Mixta,Rostro
Collistar,Lifting Hidratante Ácido Hialurónico,--stars:2.33,(3),49.00,Hidratantes y Nutrivas,Mixta,Rostro
Dior,DIOR HYDRA LIFE Crème Sorbet Fraîcheur Crema Hidratante,--stars:5.00,(2),75.10,Hidratantes y Nutrivas,Mixta,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,Mixta,Rostro
Origins,Plantscription Crema con Efecto Lifting Reafirmante,,,76.00,Hidratantes y Nutrivas,Mixta,Rostro
Unicskin,Unica+ Crema Hidratante,,,78.50,Hidratantes y Nutrivas,Mixta,Rostro
Dior,DIOR HYDRA LIFE Crème Sorbet Fraîcheur Crema Hidratante,--stars:5.00,(2),75.10,Hidratantes y Nutrivas,Mixta,Cuello
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Hidratantes y Nutrivas,Mixta,Cuello
Clinique,Dramatically Different Hidratante en Gel,--stars:4.96,(23),38.50,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Clinique,Clinique For Men Maximum Hydrator Gel Hidratante,--stars:5.00,(1),51.00,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Clarins,Aceite de Loto Piel Grasa,--stars:4.65,(159),55.50,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Sensai,Cellular Performance Fresh Cream,,,163.00,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Origins,Plantscription Crema con Efecto Lifting Reafirmante,,,76.00,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Sisley,Tratamiento diario hidratante y matificante,,,134.00,Hidratantes y Nutrivas,Mixta a Grasa,Rostro
Clarins,Aceite de Loto Piel Grasa,--stars:4.65,(159),55.50,Hidratantes y Nutrivas,Mixta a Grasa,Cuello
Elizabeth Arden,Visible Difference Crema Hidratante,--stars:4.69,(77),52.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Shiseido,Hidratante Facial Intensiva Waso Shikulime,--stars:4.59,(17),41.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Elizabeth Arden,8 Hour Cream Hidratante de Noche,--stars:3.67,(6),49.00,Hidratantes y Nutrivas,Normal a seca,Rostro
La Mer,Crème de la Mer Crema Hidratante,--stars:4.55,(11),210.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Shiseido,Loción Equilibrante Enriquecida Treatment Softener Enriched,--stars:5.00,(6),76.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Clarins,Multi-Intensiva Crema de Día Todo Tipo de Piel,--stars:4.88,(48),130.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Clarins,Hydra Essentiel Crema Hidratante Pieles Normales a Secas,--stars:5.00,(3),59.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Clarins,Hydra Essentiel Crema Hidratante Pieles Normales a Secas con SPF15,--stars:4.40,(5),59.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Shiseido,Benefiance Nutri Perfect Crema Dia SPF15,--stars:4.50,(2),166.00,Hidratantes y Nutrivas,Normal a seca,Rostro
La Mer,Crema Suave Hidratante,--stars:5.00,(4),210.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Collistar,Lifting Hidratante Ácido Hialurónico,--stars:2.33,(3),49.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Origins,High-Potency Night a Mins Cream Hidratante y Peeling de Noche,,,53.00,Hidratantes y Nutrivas,Normal a seca,Rostro
Elizabeth Arden,8 Hour Cream Hidratante de Noche,--stars:3.67,(6),49.00,Hidratantes y Nutrivas,Normal a seca,Cuerpo
Clinique,Moisture Surge Crema Hidratante con Color SPF 25,--stars:5.00,(4),39.00,Hidratantes y Nutrivas,seca-muy seca,Rostro
Clarins,Multi-Intensive Crema de Día Piel Seca y Muy Seca,--stars:4.86,(43),130.00,Hidratantes y Nutrivas,seca-muy seca,Rostro
Clinique,Superdefense Night Hidratante Noche Recuperación Celular,--stars:4.70,(10),70.00,Hidratantes y Nutrivas,seca - mixta,Rostro
Clinique,Dramatically Different Loción Hidratante,--stars:4.91,(11),38.50,Hidratantes y Nutrivas,seca - mixta,Cuerpo
Origins,Emulsión Fortalecedora Hidratante Mega-Mushroom,--stars:5.00,(1),50.00,Hidratantes y Nutrivas,atopica,Rostro
Clinique,Moisture Surge Intense Hidratante Intensiva,--stars:4.85,(34),49.00,Hidratantes y Nutrivas,Delicadas,Rostro
Biotherm,Crema Hidratante Aqua Glow Concentre,--stars:4.82,(11),38.00,Hidratantes y Nutrivas,Apagadas,Rostro
Guerlain,Abeille Royale Crema de Noche Honey Treatment,,,175.85,Tratamientos especificos,Deshidratada,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Deshidratada,Rostro
Guerlain,Abeille Royale Crema de Día Honey Treatment,--stars:5.00,(4),152.00,Tratamientos especificos,Deshidratada,Rostro
Guerlain,Abeille Royale Loción Fortificante con Jalea Real,--stars:4.75,(4),87.95,Tratamientos especificos,Sensible,Rostro
Collistar,Attivi Puri Vitamina C + Alfa-Arbutina,--stars:5.00,(1),49.00,Tratamientos especificos,Sensible,Rostro
Clarins,Bálsamo Belleza Relámpago,--stars:5.00,(6),49.00,Tratamientos especificos,Sensible,Rostro
Collistar,Attivi Puri Crema Salicílico + Niacinamida,--stars:5.00,(1),49.00,Tratamientos especificos,Sensible,Rostro
Guerlain,Abeille Royale Crema de Noche Honey Treatment,,,175.85,Tratamientos especificos,Sensible,Rostro
Kiehl's,Calendula Petal Mask Mascarilla Facial Calmante,--stars:4.67,(3),24.00,Tratamientos especificos,Sensible,Rostro
Kiehl's,Ultra Facial Advanced Repair Crema Función Barrera,,,42.00,Tratamientos especificos,Sensible,Rostro
Clarins,Belleza Relámpago Peeling,--stars:4.60,(5),57.00,Tratamientos especificos,Sensible,Rostro
Clarins,Calm Essentiel Gel Anti Rojeces,--stars:4.00,(2),42.50,Tratamientos especificos,Sensible,Rostro
Kiehl's,Ácido Glicólico Ultra Pure High Potency,--stars:5.00,(1),37.00,Tratamientos especificos,Sensible,Rostro
It Cosmetics,Bye Bye Breakout Serum Antiacné,--stars:5.00,(1),37.00,Tratamientos especificos,Sensible,Rostro
It Cosmetics,Serum en Crema con Retinol Hello Results,--stars:4.59,(151),75.00,Tratamientos especificos,Sensible,Rostro
Collistar,Attivi Puri Crema Vitamina C + Ácido Ferúlico,--stars:4.00,(1),49.00,Tratamientos especificos,Sensible,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Sensible,Rostro
Helena Rubinstein,Prodigy Cellglow the Sheer Rosy UV Fluid Crema Iluminadora Ligera Anti-UV,--stars:5.00,(1),122.00,Tratamientos especificos,Sensible,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Sensible,Rostro
Guerlain,Abeille Royale Crema de Día Honey Treatment,--stars:5.00,(4),152.00,Tratamientos especificos,Sensible,Rostro
Clarins,Calm Essentiel Bálsamo Reparador,--stars:5.00,(1),41.00,Tratamientos especificos,Sensible,Rostro
Origins,Mega-Mushroom R&R Sérum Facial,,,67.00,Tratamientos especificos,Sensible,Rostro
Clarins,Calm Essentiel Bálsamo Reparador,--stars:5.00,(1),41.00,Tratamientos especificos,Sensible,Cuerpo
Guerlain,Abeille Royale Loción Fortificante con Jalea Real,--stars:4.75,(4),87.95,Tratamientos especificos,Sensible,Cuello
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Sensible,Cuello
Clarins,Crema Moldeadora Masvelt Advanced,--stars:4.75,(4),69.00,Tratamientos especificos,Normal,Rostro
Guerlain,Abeille Royale Crema de Noche Honey Treatment,,,175.85,Tratamientos especificos,Normal,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Normal,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Normal,Rostro
La Mer,The Radiant Skintints SPF30 Hidratante Facial con Color,,,110.00,Tratamientos especificos,Normal,Rostro
Guerlain,Abeille Royale Crema de Día Honey Treatment,--stars:5.00,(4),152.00,Tratamientos especificos,Normal,Rostro
Clarins,Crema Moldeadora Masvelt Advanced,--stars:4.75,(4),69.00,Tratamientos especificos,Normal,Cuello
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Normal,Cuello
Biotherm,Blue Peptides Uplift Cream Crema de día Reafirmante,--stars:4.67,(6),105.00,Tratamientos especificos,Todo tipo de piel,Rostro
Guerlain,Abeille Royale Loción Fortificante con Jalea Real,--stars:4.75,(4),87.95,Tratamientos especificos,Todo tipo de piel,Rostro
Clarins,Pore Control Serum Anti Poros Dilatados,--stars:4.46,(13),66.00,Tratamientos especificos,Todo tipo de piel,Rostro
Collistar,Attivi Puri Vitamina C + Alfa-Arbutina,--stars:5.00,(1),49.00,Tratamientos especificos,Todo tipo de piel,Rostro
Collistar,Attivi Puri Crema Salicílico + Niacinamida,--stars:5.00,(1),49.00,Tratamientos especificos,Todo tipo de piel,Rostro
Elizabeth Arden,Visible Difference Peel and Reveal Mascarilla Revitalizante,--stars:4.00,(6),43.00,Tratamientos especificos,Todo tipo de piel,Rostro
Kiehl's,Calendula Petal Mask Mascarilla Facial Calmante,--stars:4.67,(3),24.00,Tratamientos especificos,Todo tipo de piel,Rostro
Theramid,Derma Péptides 22%,--stars:5.00,(2),32.95,Tratamientos especificos,Todo tipo de piel,Rostro
Collistar,Game Changer Not Ordinary Treatment,--stars:4.00,(1),26.00,Tratamientos especificos,Todo tipo de piel,Rostro
Anne Moller,Stimulâge Sérum Youth Blooming revelador de juventud,--stars:3.00,(2),52.00,Tratamientos especificos,Todo tipo de piel,Rostro
Stendhal,Pur Luxe La Cure Divine,,,517.50,Tratamientos especificos,Todo tipo de piel,Rostro
Kiehl's,Ácido Glicólico Ultra Pure High Potency,--stars:5.00,(1),37.00,Tratamientos especificos,Todo tipo de piel,Rostro
La Mer,The Renewal Oil,,,265.00,Tratamientos especificos,Todo tipo de piel,Rostro
It Cosmetics,Serum en Crema con Retinol Hello Results,--stars:4.59,(151),75.00,Tratamientos especificos,Todo tipo de piel,Rostro
Helena Rubinstein,Re-PLASTY Age Recovery Crema de Día,--stars:4.67,(3),432.50,Tratamientos especificos,Todo tipo de piel,Rostro
Collistar,Attivi Puri Crema Vitamina C + Ácido Ferúlico,--stars:4.00,(1),49.00,Tratamientos especificos,Todo tipo de piel,Rostro
Dior,Dior Solar Gel Autobronceador Facial,,,53.06,Tratamientos especificos,Todo tipo de piel,Rostro
Guerlain,Orchidée Impériale Aceite Fundamental Tratamiento Rejuvenecedor,,,346.50,Tratamientos especificos,Todo tipo de piel,Rostro
Estée Lauder,Advanced Night Repair Tratamiento Rescue Solution,--stars:5.00,(1),98.00,Tratamientos especificos,Todo tipo de piel,Rostro
Guerlain,Orchidée Impériale La Crema,--stars:4.00,(1),491.30,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Certitude Absolue Crema de Día Antiarrugas,,,88.50,Tratamientos especificos,Todo tipo de piel,Rostro
Anne Moller,Stimulâge Gel-Crema Energizante Reafirmante,,,51.00,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Suprem' Advance Premium Sérum Integral Antiedad,,,239.00,Tratamientos especificos,Todo tipo de piel,Rostro
Guerlain,Orchidée Impériale Mascarilla Facial Antiedad,,,403.35,Tratamientos especificos,Todo tipo de piel,Rostro
Origins,Peeling Facial Youthtopia Refining Apple Peel,,,36.00,Tratamientos especificos,Todo tipo de piel,Rostro
La Mer,The Lifting Firming Serum,,,410.00,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Certitude Absolue Sérum Antiarrugas,,,98.00,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Skin Breakfast Crema Facial Esencial de Día,,,56.00,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Radical Firmness Crema Facial Reafirmante,,,83.90,Tratamientos especificos,Todo tipo de piel,Rostro
Clarins,Calm Essentiel Bálsamo Reparador,--stars:5.00,(1),41.00,Tratamientos especificos,Todo tipo de piel,Rostro
MAC,Mineralize Timecheck Loción Reduce Líneas de Expresión y Poros,,,49.00,Tratamientos especificos,Todo tipo de piel,Rostro
Sisley,Emulsión Ecológica Fórmula Avanzada,,,258.50,Tratamientos especificos,Todo tipo de piel,Rostro
Stendhal,Pur Luxe Sérum Oleoso,,,178.00,Tratamientos especificos,Todo tipo de piel,Rostro
Stendhal,Capital Beauté Soin Jeunesse Detoxifiant,,,145.90,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Radical Firmness Sérum Efecto Lifting y Reafirmante,,,89.50,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Suprem' Advance Premium Crema Integral Antiedad,,,193.00,Tratamientos especificos,Todo tipo de piel,Rostro
Guerlain,Orchidée Impériale La Crema Ligera,,,491.30,Tratamientos especificos,Todo tipo de piel,Rostro
Sensai,Cellular Performance Hydrachange Mask Mascarilla Hidratante,,,138.00,Tratamientos especificos,Todo tipo de piel,Rostro
Stendhal,Pur Luxe Le Soin Global Anti-Âge Tratamiento Antiedad,,,248.50,Tratamientos especificos,Todo tipo de piel,Rostro
Stendhal,Pur Luxe Le Soin Global Anti-Âge Textura Ligera,,,248.50,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Nourilys Crema Facial Nutritiva para Piel Seca,,,61.90,Tratamientos especificos,Todo tipo de piel,Rostro
Méthode Jeanne Piaubert,Le Sérum Universel Sérum Facial Perfeccionador,,,89.50,Tratamientos especificos,Todo tipo de piel,Rostro
Clarins,Gel Busto Super Lift,--stars:4.92,(12),68.00,Tratamientos especificos,Todo tipo de piel,Cuerpo
Clarins,Calm Essentiel Bálsamo Reparador,--stars:5.00,(1),41.00,Tratamientos especificos,Todo tipo de piel,Cuerpo
Dior,Dior Solar Aceite Sublimador,,,70.06,Tratamientos especificos,Todo tipo de piel,Cuerpo
Méthode Jeanne Piaubert,Certitude Absolue Sérum Antiarrugas,,,98.00,Tratamientos especificos,Todo tipo de piel,Ojos
Guerlain,Abeille Royale Loción Fortificante con Jalea Real,--stars:4.75,(4),87.95,Tratamientos especificos,Todo tipo de piel,Cuello
Stendhal,Pur Luxe La Cure Divine,,,517.50,Tratamientos especificos,Todo tipo de piel,Cuello
La Mer,The Renewal Oil,,,265.00,Tratamientos especificos,Todo tipo de piel,Cuello
Helena Rubinstein,Re-PLASTY Age Recovery Crema de Día,--stars:4.67,(3),432.50,Tratamientos especificos,Todo tipo de piel,Cuello
Guerlain,Orchidée Impériale Aceite Fundamental Tratamiento Rejuvenecedor,,,346.50,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Suprem' Advance Premium Tratamiento Integral Antiedad,,,99.00,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Certitude Absolue Crema de Día Antiarrugas,,,88.50,Tratamientos especificos,Todo tipo de piel,Cuello
Sensai,Set Total Lip Treatment Edición Limitada,--stars:5.00,(4),136.00,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Suprem' Advance Premium Sérum Integral Antiedad,,,239.00,Tratamientos especificos,Todo tipo de piel,Cuello
La Mer,The Lifting Firming Serum,,,410.00,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Skin Breakfast Crema Facial Esencial de Día,,,56.00,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Radical Firmness Crema Facial Reafirmante,,,83.90,Tratamientos especificos,Todo tipo de piel,Cuello
Sisley,Emulsión Ecológica Fórmula Avanzada,,,258.50,Tratamientos especificos,Todo tipo de piel,Cuello
Stendhal,Pur Luxe Sérum Oleoso,,,178.00,Tratamientos especificos,Todo tipo de piel,Cuello
Stendhal,Capital Beauté Soin Jeunesse Detoxifiant,,,145.90,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Suprem' Advance Premium Crema Integral Antiedad,,,193.00,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Radical Firmness Sérum Efecto Lifting y Reafirmante,,,89.50,Tratamientos especificos,Todo tipo de piel,Cuello
Stendhal,Pur Luxe Le Soin Global Anti-Âge Tratamiento Antiedad,,,248.50,Tratamientos especificos,Todo tipo de piel,Cuello
Stendhal,Pur Luxe Le Soin Global Anti-Âge Textura Ligera,,,248.50,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Nourilys Crema Facial Nutritiva para Piel Seca,,,61.90,Tratamientos especificos,Todo tipo de piel,Cuello
Méthode Jeanne Piaubert,Le Sérum Universel Sérum Facial Perfeccionador,,,89.50,Tratamientos especificos,Todo tipo de piel,Cuello
Lancôme,Absolue Rich Cream Crema Regeneradora,,,350.00,Tratamientos especificos,Madura,Rostro
Clarins,Crema Multi Intensiva Noche Piel Seca y Muy Seca,--stars:4.86,(21),139.00,Tratamientos especificos,Muy seca,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Muy seca,Rostro
Helena Rubinstein,Prodigy Cellglow The Radiant Regenerating Cream,,,338.00,Tratamientos especificos,Muy seca,Rostro
Biotherm,Crema Hidratante Aqua Bounce Concentrate,--stars:4.83,(6),38.00,Tratamientos especificos,seca,Rostro
Clarins,Crema Multi Intensiva Noche Piel Seca y Muy Seca,--stars:4.86,(21),139.00,Tratamientos especificos,seca,Rostro
Guerlain,Abeille Royale Crema de Noche Honey Treatment,,,175.85,Tratamientos especificos,seca,Rostro
Clinique,Loción Clarificante 1 Piel Seca,--stars:4.50,(2),45.50,Tratamientos especificos,seca,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,seca,Rostro
Sisley,Supremÿa La Nuit Bálsamo Antiedad,,,707.00,Tratamientos especificos,seca,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,seca,Rostro
La Mer,The Radiant Skintints SPF30 Hidratante Facial con Color,,,110.00,Tratamientos especificos,seca,Rostro
Helena Rubinstein,Prodigy Cellglow The Radiant Regenerating Cream,,,338.00,Tratamientos especificos,seca,Rostro
Guerlain,Abeille Royale Crema de Día Honey Treatment,--stars:5.00,(4),152.00,Tratamientos especificos,seca,Rostro
Méthode Jeanne Piaubert,L'Hydro-Active 24H Crema Hidratante,,,49.50,Tratamientos especificos,seca,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,seca,Cuello
Helena Rubinstein,Prodigy Cellglow The Radiant Regenerating Cream,,,338.00,Tratamientos especificos,seca,Cuello
Méthode Jeanne Piaubert,L'Hydro-Active 24H Crema Hidratante,,,49.50,Tratamientos especificos,seca,Cuello
Kiehl's,Spot Acne Tratamiento,,,39.00,Tratamientos especificos,Grasa,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Grasa,Rostro
Clinique,Loción Clarificante 4 Piel Muy Grasa,--stars:5.00,(7),45.50,Tratamientos especificos,Grasa,Rostro
Origins,Mascarilla para Rescatar Pieles Problemáticas,,,30.00,Tratamientos especificos,Grasa,Rostro
Clarins,Mascarilla de Arcilla SOS Pure,--stars:4.57,(7),47.50,Tratamientos especificos,Grasa,Rostro
Guerlain,Orchidée Impériale Brightening Escudo Protector UV Global,,,160.35,Tratamientos especificos,Grasa,Rostro
La Mer,The Radiant Skintints SPF30 Hidratante Facial con Color,,,110.00,Tratamientos especificos,Grasa,Rostro
Méthode Jeanne Piaubert,Isopure Fluido Matificante e Hidratante,,,39.90,Tratamientos especificos,Grasa,Rostro
BareMinerals,Skinlongevity Phyto-Vitamin Crema Hidratante Iluminadora Mineral SPF30,--stars:5.00,(1),56.00,Tratamientos especificos,Grasa,Cuello
Méthode Jeanne Piaubert,Isopure Fluido Matificante e Hidratante,,,39.90,Tratamientos especificos,Grasa,Cuello
